"year","month","day","start","end","length","city"
2016,8,"16","5:57 ↑ (69°)","20:04 ↑ (291°)","14:07:35","odesa"
2016,8,"17","5:58 ↑ (70°)","20:02 ↑ (290°)","14:04:37","odesa"
2016,8,"18","5:59 ↑ (70°)","20:01 ↑ (290°)","14:01:37","odesa"
2016,8,"19","6:00 ↑ (71°)","19:59 ↑ (289°)","13:58:37","odesa"
2016,8,"20","6:02 ↑ (71°)","19:57 ↑ (289°)","13:55:35","odesa"
2016,8,"21","6:03 ↑ (72°)","19:55 ↑ (288°)","13:52:32","odesa"
2016,8,"22","6:04 ↑ (72°)","19:54 ↑ (288°)","13:49:29","odesa"
2016,8,"23","6:05 ↑ (73°)","19:52 ↑ (287°)","13:46:24","odesa"
2016,8,"24","6:07 ↑ (73°)","19:50 ↑ (287°)","13:43:19","odesa"
2016,8,"25","6:08 ↑ (74°)","19:48 ↑ (286°)","13:40:13","odesa"
2016,8,"26","6:09 ↑ (74°)","19:46 ↑ (286°)","13:37:06","odesa"
2016,8,"27","6:11 ↑ (75°)","19:45 ↑ (285°)","13:33:59","odesa"
2016,8,"28","6:12 ↑ (75°)","19:43 ↑ (285°)","13:30:50","odesa"
2016,8,"29","6:13 ↑ (76°)","19:41 ↑ (284°)","13:27:42","odesa"
2016,8,"30","6:14 ↑ (76°)","19:39 ↑ (284°)","13:24:32","odesa"
2016,8,"31","6:16 ↑ (77°)","19:37 ↑ (283°)","13:21:22","odesa"
2016,9,"1","6:17 ↑ (77°)","19:35 ↑ (282°)","13:18:11","odesa"
2016,9,"2","6:18 ↑ (78°)","19:33 ↑ (282°)","13:15:00","odesa"
2016,9,"3","6:19 ↑ (78°)","19:31 ↑ (281°)","13:11:47","odesa"
2016,9,"4","6:21 ↑ (79°)","19:29 ↑ (281°)","13:08:36","odesa"
2016,9,"5","6:22 ↑ (79°)","19:27 ↑ (280°)","13:05:23","odesa"
2016,9,"6","6:23 ↑ (80°)","19:25 ↑ (280°)","13:02:10","odesa"
2016,9,"7","6:25 ↑ (80°)","19:23 ↑ (279°)","12:58:57","odesa"
2016,9,"8","6:26 ↑ (81°)","19:22 ↑ (279°)","12:55:42","odesa"
2016,9,"9","6:27 ↑ (82°)","19:20 ↑ (278°)","12:52:28","odesa"
2016,9,"10","6:28 ↑ (82°)","19:18 ↑ (278°)","12:49:14","odesa"
2016,9,"11","6:30 ↑ (83°)","19:16 ↑ (277°)","12:46:00","odesa"
2016,9,"12","6:31 ↑ (83°)","19:14 ↑ (276°)","12:42:44","odesa"
2016,9,"13","6:32 ↑ (84°)","19:12 ↑ (276°)","12:39:29","odesa"
2016,9,"14","6:33 ↑ (84°)","19:10 ↑ (275°)","12:36:13","odesa"
2016,9,"15","6:35 ↑ (85°)","19:08 ↑ (275°)","12:32:58","odesa"
2016,9,"16","6:36 ↑ (85°)","19:06 ↑ (274°)","12:29:43","odesa"
2016,9,"17","6:37 ↑ (86°)","19:04 ↑ (274°)","12:26:26","odesa"
2016,9,"18","6:39 ↑ (87°)","19:02 ↑ (273°)","12:23:10","odesa"
2016,9,"19","6:40 ↑ (87°)","19:00 ↑ (273°)","12:19:54","odesa"
2016,9,"20","6:41 ↑ (88°)","18:58 ↑ (272°)","12:16:38","odesa"
2016,9,"21","6:42 ↑ (88°)","18:56 ↑ (271°)","12:13:22","odesa"
2016,9,"22","6:44 ↑ (89°)","18:54 ↑ (271°)","12:10:04","odesa"
2016,9,"23","6:45 ↑ (89°)","18:52 ↑ (270°)","12:06:48","odesa"
2016,9,"24","6:46 ↑ (90°)","18:50 ↑ (270°)","12:03:32","odesa"
2016,9,"25","6:48 ↑ (91°)","18:48 ↑ (269°)","12:00:15","odesa"
2016,9,"26","6:49 ↑ (91°)","18:46 ↑ (269°)","11:56:58","odesa"
2016,9,"27","6:50 ↑ (92°)","18:44 ↑ (268°)","11:53:42","odesa"
2016,9,"28","6:51 ↑ (92°)","18:42 ↑ (267°)","11:50:25","odesa"
2016,9,"29","6:53 ↑ (93°)","18:40 ↑ (267°)","11:47:09","odesa"
2016,9,"30","6:54 ↑ (93°)","18:38 ↑ (266°)","11:43:52","odesa"
2016,10,"1","6:55 ↑ (94°)","18:36 ↑ (266°)","11:40:36","odesa"
2016,10,"2","6:57 ↑ (95°)","18:34 ↑ (265°)","11:37:20","odesa"
2016,10,"3","6:58 ↑ (95°)","18:32 ↑ (265°)","11:34:03","odesa"
2016,10,"4","6:59 ↑ (96°)","18:30 ↑ (264°)","11:30:48","odesa"
2016,10,"5","7:01 ↑ (96°)","18:28 ↑ (264°)","11:27:32","odesa"
2016,10,"6","7:02 ↑ (97°)","18:26 ↑ (263°)","11:24:16","odesa"
2016,10,"7","7:03 ↑ (97°)","18:24 ↑ (262°)","11:21:02","odesa"
2016,10,"8","7:05 ↑ (98°)","18:23 ↑ (262°)","11:17:47","odesa"
2016,10,"9","7:06 ↑ (98°)","18:21 ↑ (261°)","11:14:32","odesa"
2016,10,"10","7:07 ↑ (99°)","18:19 ↑ (261°)","11:11:18","odesa"
2016,10,"11","7:09 ↑ (100°)","18:17 ↑ (260°)","11:08:04","odesa"
2016,10,"12","7:10 ↑ (100°)","18:15 ↑ (260°)","11:04:50","odesa"
2016,10,"13","7:12 ↑ (101°)","18:13 ↑ (259°)","11:01:38","odesa"
2016,10,"14","7:13 ↑ (101°)","18:11 ↑ (259°)","10:58:26","odesa"
2016,10,"15","7:14 ↑ (102°)","18:10 ↑ (258°)","10:55:13","odesa"
2016,10,"16","7:16 ↑ (102°)","18:08 ↑ (257°)","10:52:02","odesa"
2016,10,"17","7:17 ↑ (103°)","18:06 ↑ (257°)","10:48:51","odesa"
2016,10,"18","7:18 ↑ (103°)","18:04 ↑ (256°)","10:45:41","odesa"
2016,10,"19","7:20 ↑ (104°)","18:02 ↑ (256°)","10:42:31","odesa"
2016,10,"20","7:21 ↑ (104°)","18:01 ↑ (255°)","10:39:22","odesa"
2016,10,"21","7:23 ↑ (105°)","17:59 ↑ (255°)","10:36:15","odesa"
2016,10,"22","7:24 ↑ (105°)","17:57 ↑ (254°)","10:33:07","odesa"
2016,10,"23","7:25 ↑ (106°)","17:56 ↑ (254°)","10:30:01","odesa"
2016,10,"24","7:27 ↑ (106°)","17:54 ↑ (253°)","10:26:55","odesa"
2016,10,"25","7:28 ↑ (107°)","17:52 ↑ (253°)","10:23:50","odesa"
2016,10,"26","7:30 ↑ (108°)","17:51 ↑ (252°)","10:20:47","odesa"
2016,10,"27","7:31 ↑ (108°)","17:49 ↑ (252°)","10:17:43","odesa"
2016,10,"28","7:33 ↑ (109°)","17:47 ↑ (251°)","10:14:42","odesa"
2016,10,"29","7:34 ↑ (109°)","17:46 ↑ (251°)","10:11:41","odesa"
2016,10,"30","6:36 ↑ (110°)","16:44 ↑ (250°)","10:08:41","odesa"
2016,10,"31","6:37 ↑ (110°)","16:43 ↑ (250°)","10:05:43","odesa"
2016,11,"1","6:38 ↑ (110°)","16:41 ↑ (249°)","10:02:46","odesa"
2016,11,"2","6:40 ↑ (111°)","16:40 ↑ (249°)","9:59:51","odesa"
2016,11,"3","6:41 ↑ (111°)","16:38 ↑ (248°)","9:56:57","odesa"
2016,11,"4","6:43 ↑ (112°)","16:37 ↑ (248°)","9:54:04","odesa"
